,YEAR_,AGENCY,CAUSE,C_METHOD,OBJECTIVE,DECADES
1924,2003.0,2.0,2.0,1.0,1.0,44.721359549995796
1925,2003.0,3.0,13.0,1.0,1.0,44.721359549995796
1926,2003.0,3.0,13.0,7.0,1.0,44.721359549995796
1927,2003.0,3.0,11.0,6.0,1.0,44.721359549995796
1928,2003.0,3.0,8.0,1.0,1.0,44.721359549995796
1929,2003.0,3.0,11.0,6.0,1.0,44.721359549995796
1930,2003.0,3.0,11.0,7.0,1.0,44.721359549995796
1931,2003.0,3.0,16.0,6.0,1.0,44.721359549995796
1932,2003.0,3.0,16.0,6.0,1.0,44.721359549995796
1933,2003.0,3.0,2.0,7.0,1.0,44.721359549995796
1934,2004.0,11.0,2.0,2.0,1.0,44.721359549995796
1935,2004.0,11.0,9.0,6.0,1.0,44.721359549995796
1936,1979.0,11.0,8.0,8.0,1.0,44.384682042344295
1937,1980.0,11.0,7.0,8.0,1.0,44.49719092257398
1938,1990.0,11.0,9.0,8.0,1.0,44.609416046390926
1939,2000.0,11.0,7.0,8.0,1.0,44.721359549995796
1940,2000.0,11.0,4.0,8.0,1.0,44.721359549995796
1941,1992.0,11.0,8.0,8.0,1.0,44.609416046390926
1942,1980.0,11.0,3.0,8.0,1.0,44.49719092257398
1943,1980.0,11.0,7.0,8.0,1.0,44.49719092257398
1944,1980.0,11.0,9.0,8.0,1.0,44.49719092257398
1945,1980.0,11.0,7.0,8.0,1.0,44.49719092257398
1946,1980.0,11.0,2.0,8.0,1.0,44.49719092257398
1947,1980.0,11.0,2.0,8.0,1.0,44.49719092257398
1948,1980.0,11.0,5.0,8.0,1.0,44.49719092257398
1949,1981.0,11.0,5.0,8.0,1.0,44.49719092257398
1950,1980.0,11.0,9.0,8.0,1.0,44.49719092257398
1951,1980.0,11.0,1.0,8.0,1.0,44.49719092257398
1952,1980.0,11.0,3.0,8.0,1.0,44.49719092257398
1953,2002.0,2.0,9.0,6.0,1.0,44.721359549995796
1954,2002.0,2.0,6.0,6.0,1.0,44.721359549995796
1955,2002.0,2.0,10.0,6.0,1.0,44.721359549995796
1956,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
1957,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
1958,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
1959,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
1960,1994.0,11.0,5.0,7.0,1.0,44.609416046390926
1961,2002.0,2.0,11.0,8.0,1.0,44.721359549995796
1962,2002.0,2.0,11.0,8.0,1.0,44.721359549995796
1963,1993.0,1.0,7.0,8.0,1.0,44.609416046390926
1964,1993.0,1.0,11.0,8.0,1.0,44.609416046390926
1965,1993.0,1.0,8.0,8.0,1.0,44.609416046390926
1966,1993.0,1.0,2.0,8.0,1.0,44.609416046390926
1967,1997.0,1.0,3.0,8.0,1.0,44.609416046390926
1968,1997.0,1.0,11.0,8.0,1.0,44.609416046390926
1969,1997.0,1.0,18.0,8.0,1.0,44.609416046390926
1970,1997.0,1.0,11.0,8.0,1.0,44.609416046390926
1971,1997.0,1.0,8.0,8.0,1.0,44.609416046390926
1972,1997.0,1.0,11.0,8.0,1.0,44.609416046390926
1973,1997.0,1.0,11.0,8.0,1.0,44.609416046390926
1974,1997.0,1.0,2.0,8.0,1.0,44.609416046390926
1975,1997.0,1.0,1.0,8.0,1.0,44.609416046390926
1976,2001.0,1.0,14.0,8.0,1.0,44.721359549995796
1977,2001.0,1.0,18.0,8.0,1.0,44.721359549995796
1978,1982.0,1.0,7.0,8.0,1.0,44.49719092257398
1979,1986.0,1.0,9.0,8.0,1.0,44.49719092257398
1980,1986.0,1.0,7.0,8.0,1.0,44.49719092257398
1981,1986.0,1.0,7.0,8.0,1.0,44.49719092257398
1982,1986.0,1.0,7.0,8.0,1.0,44.49719092257398
1983,1986.0,1.0,7.0,8.0,1.0,44.49719092257398
1984,2002.0,2.0,5.0,6.0,1.0,44.721359549995796
1985,2002.0,2.0,5.0,2.0,1.0,44.721359549995796
1986,2002.0,11.0,2.0,8.0,1.0,44.721359549995796
1987,2002.0,11.0,7.0,8.0,1.0,44.721359549995796
1988,2002.0,11.0,9.0,8.0,1.0,44.721359549995796
1989,2002.0,11.0,2.0,8.0,1.0,44.721359549995796
1990,2002.0,11.0,9.0,8.0,1.0,44.721359549995796
1991,2003.0,2.0,1.0,6.0,1.0,44.721359549995796
1992,2003.0,2.0,2.0,1.0,1.0,44.721359549995796
1993,2003.0,2.0,14.0,1.0,1.0,44.721359549995796
1994,2003.0,2.0,10.0,1.0,1.0,44.721359549995796
1995,2003.0,2.0,5.0,6.0,1.0,44.721359549995796
1996,2003.0,2.0,7.0,1.0,1.0,44.721359549995796
1997,2003.0,2.0,1.0,6.0,1.0,44.721359549995796
1998,2003.0,2.0,7.0,1.0,1.0,44.721359549995796
1999,2003.0,2.0,5.0,1.0,1.0,44.721359549995796
2000,2003.0,2.0,1.0,6.0,1.0,44.721359549995796
2001,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2002,1985.0,11.0,5.0,8.0,1.0,44.49719092257398
2003,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2004,1985.0,11.0,2.0,8.0,1.0,44.49719092257398
2005,1985.0,11.0,7.0,8.0,1.0,44.49719092257398
2006,1985.0,11.0,3.0,8.0,1.0,44.49719092257398
2007,1970.0,11.0,3.0,8.0,1.0,44.384682042344295
2008,1973.0,11.0,9.0,8.0,1.0,44.384682042344295
2009,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2010,1988.0,11.0,9.0,8.0,1.0,44.49719092257398
2011,1988.0,11.0,2.0,8.0,1.0,44.49719092257398
2012,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2013,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2014,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2015,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2016,1994.0,11.0,9.0,8.0,1.0,44.609416046390926
2017,1983.0,11.0,9.0,8.0,1.0,44.49719092257398
2018,1983.0,11.0,4.0,8.0,1.0,44.49719092257398
2019,1983.0,11.0,3.0,8.0,1.0,44.49719092257398
2020,1995.0,11.0,7.0,8.0,1.0,44.609416046390926
2021,1995.0,11.0,2.0,8.0,1.0,44.609416046390926
2022,1995.0,11.0,9.0,8.0,1.0,44.609416046390926
2023,2003.0,11.0,1.0,2.0,1.0,44.721359549995796
2024,2003.0,11.0,1.0,2.0,1.0,44.721359549995796
2025,2003.0,11.0,1.0,2.0,1.0,44.721359549995796
2026,2003.0,11.0,1.0,2.0,1.0,44.721359549995796
2027,2003.0,11.0,4.0,1.0,1.0,44.721359549995796
2028,2003.0,11.0,9.0,8.0,1.0,44.721359549995796
2029,1996.0,11.0,7.0,8.0,1.0,44.609416046390926
2030,1996.0,11.0,7.0,8.0,1.0,44.609416046390926
2031,1996.0,11.0,8.0,8.0,1.0,44.609416046390926
2032,1996.0,11.0,9.0,8.0,1.0,44.609416046390926
2033,1999.0,11.0,5.0,8.0,1.0,44.609416046390926
2034,2001.0,11.0,7.0,6.0,1.0,44.721359549995796
2035,2001.0,11.0,2.0,6.0,1.0,44.721359549995796
2036,2001.0,11.0,7.0,6.0,1.0,44.721359549995796
2037,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2038,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2039,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2040,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2041,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2042,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2043,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2044,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2045,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2046,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2047,2003.0,2.0,2.0,1.0,1.0,44.721359549995796
2048,2003.0,2.0,1.0,1.0,1.0,44.721359549995796
2049,2003.0,2.0,2.0,1.0,1.0,44.721359549995796
2050,2003.0,2.0,2.0,1.0,1.0,44.721359549995796
2051,2003.0,2.0,14.0,1.0,1.0,44.721359549995796
2052,2003.0,2.0,10.0,7.0,1.0,44.721359549995796
2053,2003.0,2.0,3.0,7.0,1.0,44.721359549995796
2054,2003.0,2.0,10.0,1.0,1.0,44.721359549995796
2055,2003.0,2.0,14.0,1.0,1.0,44.721359549995796
2056,2003.0,2.0,14.0,7.0,1.0,44.721359549995796
2057,1977.0,11.0,7.0,8.0,1.0,44.384682042344295
2058,2002.0,11.0,1.0,2.0,1.0,44.721359549995796
2059,2002.0,11.0,1.0,2.0,1.0,44.721359549995796
2060,2002.0,11.0,2.0,8.0,1.0,44.721359549995796
2061,2002.0,11.0,1.0,8.0,1.0,44.721359549995796
2062,2002.0,11.0,9.0,8.0,1.0,44.721359549995796
2063,1976.0,11.0,1.0,8.0,1.0,44.384682042344295
2064,1976.0,11.0,7.0,8.0,1.0,44.384682042344295
2065,1977.0,11.0,4.0,8.0,1.0,44.384682042344295
2066,1977.0,11.0,2.0,8.0,1.0,44.384682042344295
2067,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2068,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2069,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2070,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2071,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2072,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2073,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2074,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2075,1977.0,11.0,1.0,8.0,1.0,44.384682042344295
2076,1977.0,11.0,5.0,8.0,1.0,44.384682042344295
2077,1977.0,11.0,5.0,8.0,1.0,44.384682042344295
2078,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2079,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2080,1985.0,11.0,9.0,8.0,1.0,44.49719092257398
2081,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2082,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2083,1987.0,11.0,3.0,8.0,1.0,44.49719092257398
2084,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2085,1989.0,11.0,9.0,8.0,1.0,44.49719092257398
2086,1989.0,11.0,2.0,8.0,1.0,44.49719092257398
2087,1989.0,2.0,7.0,8.0,1.0,44.49719092257398
2088,1984.0,11.0,5.0,8.0,1.0,44.49719092257398
2089,1984.0,11.0,1.0,8.0,1.0,44.49719092257398
2090,1984.0,11.0,5.0,8.0,1.0,44.49719092257398
2091,1997.0,11.0,9.0,8.0,1.0,44.609416046390926
2092,1999.0,11.0,7.0,8.0,1.0,44.609416046390926
2093,1950.0,11.0,6.0,8.0,1.0,44.15880433163923
2094,1959.0,11.0,9.0,8.0,1.0,44.15880433163923
2095,1967.0,11.0,9.0,8.0,1.0,44.27188724235731
2096,1979.0,11.0,9.0,8.0,1.0,44.384682042344295
2097,1999.0,5.0,9.0,4.0,1.0,44.609416046390926
2098,1999.0,5.0,11.0,4.0,1.0,44.609416046390926
2099,2000.0,11.0,9.0,8.0,1.0,44.721359549995796
2100,2000.0,11.0,9.0,8.0,1.0,44.721359549995796
2101,2000.0,11.0,4.0,8.0,1.0,44.721359549995796
2102,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2103,1973.0,11.0,2.0,8.0,1.0,44.384682042344295
2104,2001.0,11.0,2.0,8.0,1.0,44.721359549995796
2105,1995.0,11.0,4.0,8.0,1.0,44.609416046390926
2106,1994.0,11.0,4.0,8.0,1.0,44.609416046390926
2107,1994.0,11.0,6.0,8.0,1.0,44.609416046390926
2108,1994.0,11.0,9.0,8.0,1.0,44.609416046390926
2109,1994.0,11.0,7.0,8.0,1.0,44.609416046390926
2110,1994.0,11.0,7.0,8.0,1.0,44.609416046390926
2111,1994.0,11.0,7.0,8.0,1.0,44.609416046390926
2112,1994.0,11.0,7.0,8.0,1.0,44.609416046390926
2113,1994.0,11.0,9.0,8.0,1.0,44.609416046390926
2114,1994.0,11.0,7.0,8.0,1.0,44.609416046390926
2115,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2116,1994.0,11.0,9.0,8.0,1.0,44.609416046390926
2117,1978.0,11.0,1.0,8.0,1.0,44.384682042344295
2118,1978.0,11.0,4.0,8.0,1.0,44.384682042344295
2119,1974.0,11.0,9.0,8.0,1.0,44.384682042344295
2120,1974.0,11.0,9.0,8.0,1.0,44.384682042344295
2121,1970.0,11.0,6.0,8.0,1.0,44.384682042344295
2122,1979.0,11.0,2.0,8.0,1.0,44.384682042344295
2123,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2124,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2125,1999.0,11.0,9.0,8.0,1.0,44.609416046390926
2126,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2127,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2128,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2129,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2130,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2131,1979.0,11.0,2.0,8.0,1.0,44.384682042344295
2132,1960.0,11.0,1.0,8.0,1.0,44.27188724235731
2133,1960.0,2.0,9.0,8.0,1.0,44.27188724235731
2134,1960.0,11.0,3.0,8.0,1.0,44.27188724235731
2135,1966.0,11.0,9.0,8.0,1.0,44.27188724235731
2136,1977.0,11.0,9.0,8.0,1.0,44.384682042344295
2137,1978.0,11.0,1.0,8.0,1.0,44.384682042344295
2138,1978.0,7.0,7.0,8.0,1.0,44.384682042344295
2139,1983.0,11.0,2.0,8.0,1.0,44.49719092257398
2140,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2141,2002.0,5.0,14.0,1.0,1.0,44.721359549995796
2142,2002.0,5.0,14.0,1.0,1.0,44.721359549995796
2143,2001.0,5.0,11.0,1.0,1.0,44.721359549995796
2144,2001.0,5.0,3.0,1.0,1.0,44.721359549995796
2145,2001.0,5.0,9.0,1.0,1.0,44.721359549995796
2146,2000.0,5.0,9.0,1.0,1.0,44.721359549995796
2147,2000.0,5.0,11.0,1.0,1.0,44.721359549995796
2148,2000.0,5.0,8.0,7.0,1.0,44.721359549995796
2149,2000.0,5.0,11.0,1.0,1.0,44.721359549995796
2150,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2151,2006.0,2.0,1.0,8.0,1.0,44.721359549995796
2152,2006.0,2.0,8.0,5.0,1.0,44.721359549995796
2153,2003.0,2.0,1.0,7.0,1.0,44.721359549995796
2154,2006.0,2.0,11.0,7.0,1.0,44.721359549995796
2155,2006.0,3.0,9.0,1.0,1.0,44.721359549995796
2156,2006.0,7.0,2.0,1.0,1.0,44.721359549995796
2157,2006.0,1.0,9.0,8.0,1.0,44.721359549995796
2158,2006.0,11.0,1.0,2.0,1.0,44.721359549995796
2159,2006.0,3.0,10.0,1.0,1.0,44.721359549995796
2160,2006.0,3.0,10.0,7.0,1.0,44.721359549995796
2161,2006.0,1.0,1.0,8.0,1.0,44.721359549995796
2162,2006.0,1.0,1.0,1.0,1.0,44.721359549995796
2163,2006.0,1.0,1.0,1.0,1.0,44.721359549995796
2164,2006.0,1.0,9.0,6.0,1.0,44.721359549995796
2165,2006.0,1.0,11.0,1.0,1.0,44.721359549995796
2166,2006.0,3.0,14.0,7.0,1.0,44.721359549995796
2167,2006.0,3.0,14.0,7.0,1.0,44.721359549995796
2168,2006.0,3.0,14.0,7.0,1.0,44.721359549995796
2169,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2170,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2171,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2172,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2173,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2174,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2175,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2176,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2177,2008.0,11.0,1.0,5.0,1.0,44.721359549995796
2178,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2179,2008.0,11.0,7.0,7.0,1.0,44.721359549995796
2180,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2181,2008.0,11.0,2.0,7.0,1.0,44.721359549995796
2182,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2183,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2184,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2185,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2186,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2187,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2188,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2189,2008.0,11.0,9.0,7.0,1.0,44.721359549995796
2190,2008.0,11.0,7.0,7.0,1.0,44.721359549995796
2191,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2192,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2193,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2194,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2195,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2196,2008.0,11.0,1.0,7.0,1.0,44.721359549995796
2197,2010.0,2.0,2.0,1.0,1.0,44.83302354291979
2198,2010.0,2.0,1.0,1.0,1.0,44.83302354291979
2199,2010.0,2.0,11.0,1.0,1.0,44.83302354291979
2200,2010.0,2.0,2.0,1.0,1.0,44.83302354291979
2201,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2202,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2203,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2204,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2205,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2206,2010.0,11.0,1.0,2.0,2.0,44.83302354291979
2207,2010.0,11.0,1.0,1.0,1.0,44.83302354291979
2208,2010.0,11.0,1.0,1.0,2.0,44.83302354291979
2209,2010.0,11.0,4.0,6.0,1.0,44.83302354291979
2210,2010.0,11.0,9.0,8.0,1.0,44.83302354291979
2211,2010.0,11.0,1.0,1.0,1.0,44.83302354291979
2212,2010.0,11.0,1.0,1.0,1.0,44.83302354291979
2213,2010.0,11.0,9.0,7.0,1.0,44.83302354291979
2214,2010.0,11.0,9.0,2.0,1.0,44.83302354291979
2215,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2216,2010.0,2.0,14.0,1.0,1.0,44.83302354291979
2217,2010.0,2.0,2.0,1.0,1.0,44.83302354291979
2218,2010.0,2.0,2.0,1.0,1.0,44.83302354291979
2219,2010.0,2.0,2.0,1.0,1.0,44.83302354291979
2220,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2221,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2222,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2223,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2224,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2225,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2226,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2227,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2228,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2229,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2230,2016.0,9.0,14.0,8.0,1.0,44.83302354291979
2231,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2232,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2233,2016.0,9.0,1.0,8.0,1.0,44.83302354291979
2234,2016.0,3.0,14.0,1.0,1.0,44.83302354291979
2235,2016.0,3.0,2.0,1.0,1.0,44.83302354291979
2236,2016.0,3.0,14.0,1.0,1.0,44.83302354291979
2237,2016.0,3.0,14.0,1.0,1.0,44.83302354291979
2238,2016.0,3.0,14.0,2.0,1.0,44.83302354291979
2239,2016.0,3.0,15.0,1.0,1.0,44.83302354291979
2240,2016.0,3.0,14.0,1.0,1.0,44.83302354291979
2241,2016.0,3.0,2.0,1.0,1.0,44.83302354291979
2242,2001.0,11.0,5.0,8.0,1.0,44.721359549995796
2243,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2244,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2245,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2246,1979.0,3.0,5.0,8.0,1.0,44.384682042344295
2247,1994.0,11.0,1.0,8.0,1.0,44.609416046390926
2248,1987.0,11.0,1.0,4.0,1.0,44.49719092257398
2249,1997.0,11.0,1.0,8.0,1.0,44.609416046390926
2250,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2251,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2252,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2253,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2254,1987.0,11.0,2.0,8.0,1.0,44.49719092257398
2255,1987.0,11.0,1.0,8.0,1.0,44.49719092257398
2256,1980.0,11.0,7.0,8.0,1.0,44.49719092257398
2257,2004.0,11.0,1.0,6.0,1.0,44.721359549995796
2258,1960.0,11.0,14.0,8.0,1.0,44.27188724235731
2259,1999.0,11.0,9.0,8.0,1.0,44.609416046390926
2260,2001.0,11.0,5.0,8.0,1.0,44.721359549995796
2261,2001.0,11.0,2.0,8.0,1.0,44.721359549995796
2262,1985.0,2.0,9.0,8.0,1.0,44.49719092257398
2263,1985.0,11.0,9.0,8.0,1.0,44.49719092257398
2264,1996.0,11.0,6.0,8.0,1.0,44.609416046390926
2265,1996.0,11.0,7.0,8.0,1.0,44.609416046390926
2266,2001.0,11.0,1.0,8.0,1.0,44.721359549995796
2267,2003.0,11.0,1.0,1.0,1.0,44.721359549995796
2268,2002.0,11.0,9.0,8.0,1.0,44.721359549995796
2269,1996.0,11.0,2.0,8.0,1.0,44.609416046390926
2270,2004.0,11.0,5.0,2.0,1.0,44.721359549995796
2271,2005.0,11.0,9.0,2.0,1.0,44.721359549995796
2272,2005.0,11.0,4.0,2.0,1.0,44.721359549995796
2273,1980.0,11.0,5.0,8.0,1.0,44.49719092257398
2274,1980.0,11.0,7.0,8.0,1.0,44.49719092257398
2275,1981.0,11.0,4.0,8.0,1.0,44.49719092257398
2276,1982.0,11.0,7.0,8.0,1.0,44.49719092257398
2277,1982.0,11.0,9.0,8.0,1.0,44.49719092257398
2278,1982.0,11.0,1.0,8.0,1.0,44.49719092257398
2279,1982.0,11.0,1.0,8.0,1.0,44.49719092257398
2280,1982.0,11.0,5.0,8.0,1.0,44.49719092257398
2281,1982.0,11.0,5.0,8.0,1.0,44.49719092257398
2282,1983.0,11.0,8.0,8.0,1.0,44.49719092257398
2283,2003.0,11.0,2.0,8.0,1.0,44.721359549995796
2284,1992.0,11.0,1.0,8.0,1.0,44.609416046390926
2285,1992.0,11.0,1.0,8.0,1.0,44.609416046390926
2286,1992.0,11.0,1.0,8.0,1.0,44.609416046390926
2287,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2288,1973.0,11.0,5.0,8.0,1.0,44.384682042344295
2289,1985.0,11.0,7.0,8.0,1.0,44.49719092257398
2290,1985.0,11.0,4.0,8.0,1.0,44.49719092257398
2291,1985.0,11.0,9.0,8.0,1.0,44.49719092257398
2292,1985.0,11.0,5.0,8.0,1.0,44.49719092257398
2293,1985.0,11.0,4.0,8.0,1.0,44.49719092257398
2294,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2295,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2296,1985.0,11.0,7.0,8.0,1.0,44.49719092257398
2297,1985.0,11.0,7.0,8.0,1.0,44.49719092257398
2298,1985.0,11.0,3.0,8.0,1.0,44.49719092257398
2299,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2300,1985.0,11.0,1.0,8.0,1.0,44.49719092257398
2301,1985.0,11.0,3.0,8.0,1.0,44.49719092257398
2302,1985.0,11.0,2.0,8.0,1.0,44.49719092257398
2303,1985.0,11.0,3.0,8.0,1.0,44.49719092257398
2304,1974.0,11.0,8.0,8.0,1.0,44.384682042344295
2305,1974.0,11.0,3.0,8.0,1.0,44.384682042344295
2306,1972.0,11.0,4.0,8.0,1.0,44.384682042344295
2307,2001.0,11.0,6.0,6.0,1.0,44.721359549995796
2308,2001.0,11.0,7.0,8.0,1.0,44.721359549995796
2309,1999.0,11.0,9.0,8.0,1.0,44.609416046390926
2310,1999.0,11.0,9.0,8.0,1.0,44.609416046390926
2311,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2312,1999.0,11.0,5.0,8.0,1.0,44.609416046390926
2313,1999.0,11.0,1.0,8.0,1.0,44.609416046390926
2314,1999.0,11.0,9.0,8.0,1.0,44.609416046390926
2315,1970.0,11.0,4.0,8.0,1.0,44.384682042344295
2316,1970.0,11.0,9.0,8.0,1.0,44.384682042344295
2317,1970.0,11.0,1.0,8.0,1.0,44.384682042344295
2318,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2319,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2320,1973.0,11.0,1.0,8.0,1.0,44.384682042344295
2321,1973.0,11.0,6.0,8.0,1.0,44.384682042344295
2322,1988.0,11.0,1.0,8.0,1.0,44.49719092257398
2323,1988.0,11.0,2.0,8.0,1.0,44.49719092257398
2324,1988.0,11.0,2.0,8.0,1.0,44.49719092257398
2325,1988.0,11.0,9.0,8.0,1.0,44.49719092257398
2326,1988.0,11.0,1.0,8.0,1.0,44.49719092257398
2327,1988.0,11.0,2.0,8.0,1.0,44.49719092257398
2328,1989.0,11.0,5.0,8.0,1.0,44.49719092257398
2329,1989.0,11.0,5.0,8.0,1.0,44.49719092257398
2330,1989.0,11.0,3.0,8.0,1.0,44.49719092257398
2331,1989.0,11.0,5.0,8.0,1.0,44.49719092257398
2332,1989.0,11.0,2.0,8.0,1.0,44.49719092257398
2333,1989.0,11.0,9.0,8.0,1.0,44.49719092257398
2334,1989.0,11.0,9.0,8.0,1.0,44.49719092257398
2335,1989.0,11.0,5.0,8.0,1.0,44.49719092257398
2336,1989.0,11.0,8.0,8.0,1.0,44.49719092257398
2337,1989.0,11.0,7.0,8.0,1.0,44.49719092257398
2338,1989.0,11.0,7.0,8.0,1.0,44.49719092257398
2339,1989.0,11.0,9.0,8.0,1.0,44.49719092257398
2340,1989.0,11.0,1.0,8.0,1.0,44.49719092257398
2341,1984.0,11.0,4.0,8.0,1.0,44.49719092257398
2342,2002.0,11.0,5.0,6.0,1.0,44.721359549995796
2343,2002.0,11.0,7.0,8.0,1.0,44.721359549995796
2344,1986.0,11.0,5.0,8.0,1.0,44.49719092257398
2345,2004.0,3.0,7.0,8.0,1.0,44.721359549995796
2346,2004.0,1.0,6.0,8.0,1.0,44.721359549995796
2347,2004.0,2.0,14.0,6.0,1.0,44.721359549995796
2348,2004.0,2.0,2.0,6.0,1.0,44.721359549995796
2349,2004.0,2.0,2.0,6.0,1.0,44.721359549995796
2350,2004.0,2.0,10.0,6.0,1.0,44.721359549995796
2351,2004.0,3.0,9.0,6.0,1.0,44.721359549995796
2352,2004.0,3.0,10.0,6.0,1.0,44.721359549995796
2353,2004.0,2.0,3.0,8.0,1.0,44.721359549995796
2354,2004.0,3.0,7.0,8.0,1.0,44.721359549995796
2355,1997.0,11.0,9.0,8.0,1.0,44.609416046390926
2356,2006.0,1.0,1.0,2.0,1.0,44.721359549995796
2357,2006.0,1.0,14.0,1.0,1.0,44.721359549995796
2358,1998.0,11.0,7.0,8.0,1.0,44.609416046390926
2359,1998.0,11.0,7.0,8.0,1.0,44.609416046390926
